               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 306,            0.021931,           0.0079275,          0.00070078,             0.81427,             0.72307,             0.80984,             0.44786,            0.032181,           0.0094016,          0.00047853,           0.0069805,           0.0069805,           0.0069805
                 307,             0.01939,           0.0084036,          0.00062093,             0.79105,             0.69167,              0.8128,             0.48856,            0.031278,           0.0095978,          0.00042129,           0.0069706,           0.0069706,           0.0069706
                 308,            0.020477,           0.0076399,          0.00056838,             0.82261,              0.6878,             0.80263,             0.46671,            0.031375,           0.0096314,          0.00041921,           0.0069607,           0.0069607,           0.0069607
                 309,            0.022105,           0.0079808,          0.00041359,              0.8724,             0.68336,             0.81515,             0.47692,            0.034211,           0.0097785,          0.00043621,           0.0069508,           0.0069508,           0.0069508
                 310,            0.019672,           0.0090131,           0.0004542,             0.91284,             0.77032,             0.84805,             0.51867,            0.031136,           0.0097942,          0.00044975,           0.0069409,           0.0069409,           0.0069409
                 311,            0.020329,           0.0083428,          0.00071658,             0.94395,             0.76645,             0.87014,             0.47292,            0.034344,            0.010148,          0.00050433,            0.006931,            0.006931,            0.006931
                 312,            0.021189,           0.0074223,            0.000577,             0.91504,             0.73333,             0.84749,              0.5011,            0.034313,            0.010268,          0.00054221,           0.0069211,           0.0069211,           0.0069211
                 313,             0.01856,           0.0078132,          0.00046514,             0.91673,             0.73333,             0.82884,                0.44,            0.035226,            0.010369,          0.00064993,           0.0069112,           0.0069112,           0.0069112
                 314,            0.023121,           0.0095715,          0.00072443,             0.94587,             0.69347,             0.80348,             0.43843,            0.034793,            0.010576,          0.00073757,           0.0069013,           0.0069013,           0.0069013
                 315,            0.022824,            0.009086,          0.00097046,             0.86272,             0.69167,             0.77325,             0.42181,            0.033298,            0.010727,          0.00069938,           0.0068914,           0.0068914,           0.0068914
                 316,            0.021124,            0.008489,          0.00080422,             0.85027,             0.64167,             0.76083,             0.42692,            0.030765,            0.010602,          0.00075254,           0.0068815,           0.0068815,           0.0068815
                 317,            0.020898,           0.0084869,          0.00066221,             0.81863,              0.6316,             0.74766,             0.40269,            0.030556,            0.010583,          0.00078573,           0.0068716,           0.0068716,           0.0068716
                 318,            0.022402,           0.0087429,          0.00058937,             0.84493,             0.72844,             0.78909,             0.41119,            0.032321,            0.010543,          0.00084519,           0.0068617,           0.0068617,           0.0068617
                 319,            0.019207,           0.0080668,          0.00071625,             0.81647,             0.72768,             0.76286,             0.41548,            0.032231,            0.010771,          0.00072422,           0.0068518,           0.0068518,           0.0068518
                 320,            0.021148,            0.011022,          0.00059036,             0.86268,                 0.7,             0.75324,             0.41186,             0.03175,            0.010913,            0.000739,           0.0068419,           0.0068419,           0.0068419
                 321,             0.02069,           0.0089059,          0.00063748,             0.91763,             0.63627,             0.74795,             0.44362,            0.029802,            0.011064,          0.00060034,            0.006832,            0.006832,            0.006832
                 322,            0.023175,             0.01008,          0.00092033,             0.77419,                 0.7,               0.753,             0.41708,            0.031216,            0.011094,          0.00058241,           0.0068221,           0.0068221,           0.0068221
                 323,            0.020015,            0.008107,          0.00077787,             0.98853,              0.6055,             0.70048,             0.41598,            0.029592,            0.011246,          0.00051446,           0.0068122,           0.0068122,           0.0068122
                 324,             0.02207,           0.0093456,           0.0015493,             0.92625,             0.67693,             0.76054,             0.39378,            0.028676,            0.011217,          0.00048113,           0.0068023,           0.0068023,           0.0068023
                 325,            0.020749,           0.0090204,           0.0008453,             0.82217,             0.63764,             0.76673,             0.45671,            0.027413,            0.010857,          0.00047836,           0.0067924,           0.0067924,           0.0067924
                 326,            0.023345,            0.010094,          0.00053946,             0.78197,             0.68723,             0.77879,             0.43094,             0.02927,             0.01055,          0.00048656,           0.0067825,           0.0067825,           0.0067825
                 327,            0.024511,           0.0091272,          0.00058272,             0.69434,             0.74167,             0.78096,             0.43352,            0.028748,            0.010716,          0.00056381,           0.0067726,           0.0067726,           0.0067726
                 328,            0.021963,           0.0091499,          0.00047563,             0.67132,             0.69781,             0.78352,             0.41558,            0.029497,            0.010716,          0.00068045,           0.0067627,           0.0067627,           0.0067627
                 329,            0.022884,            0.010293,           0.0012003,             0.81942,             0.59167,             0.77953,             0.43844,            0.029405,            0.010581,          0.00076675,           0.0067528,           0.0067528,           0.0067528
                 330,            0.022993,           0.0079018,          0.00063916,             0.83198,             0.58143,             0.73805,             0.40172,            0.032526,            0.010961,          0.00084357,           0.0067429,           0.0067429,           0.0067429
                 331,            0.025263,           0.0087325,          0.00057968,             0.86833,              0.4951,             0.73094,             0.42175,            0.030693,            0.010798,           0.0013563,            0.006733,            0.006733,            0.006733
                 332,            0.021731,           0.0083902,          0.00098062,             0.78481,             0.54167,             0.72997,             0.42799,            0.030994,            0.010645,           0.0013972,           0.0067231,           0.0067231,           0.0067231
                 333,            0.020341,           0.0088068,          0.00072918,             0.85199,             0.54167,             0.71801,             0.44273,            0.031037,            0.010909,           0.0015504,           0.0067132,           0.0067132,           0.0067132
                 334,            0.021385,           0.0074608,          0.00071745,             0.78265,             0.61003,             0.71689,             0.39291,             0.03051,             0.01114,           0.0012903,           0.0067033,           0.0067033,           0.0067033
                 335,            0.020454,           0.0080314,          0.00051726,             0.86747,             0.58241,             0.72151,             0.38572,            0.030859,            0.011348,           0.0012278,           0.0066934,           0.0066934,           0.0066934
                 336,            0.018057,           0.0082475,          0.00055079,              0.8656,             0.58897,             0.70703,             0.37407,            0.029862,            0.011331,           0.0013173,           0.0066835,           0.0066835,           0.0066835
                 337,            0.020992,           0.0079132,          0.00072789,              0.8662,             0.58509,             0.69953,             0.40103,            0.029738,            0.011371,          0.00087795,           0.0066736,           0.0066736,           0.0066736
                 338,            0.024075,           0.0086595,          0.00082886,             0.74892,             0.68334,             0.69025,             0.39873,            0.030133,            0.011408,          0.00080638,           0.0066637,           0.0066637,           0.0066637
                 339,             0.02103,           0.0090104,           0.0011037,             0.77467,             0.64167,             0.69059,              0.4126,            0.030519,            0.011401,          0.00077624,           0.0066538,           0.0066538,           0.0066538
                 340,            0.020304,           0.0083983,          0.00042951,             0.81462,             0.59167,             0.72042,              0.4204,            0.029773,            0.011152,          0.00073667,           0.0066439,           0.0066439,           0.0066439
                 341,            0.019333,           0.0093134,          0.00056353,             0.83422,             0.64167,             0.69299,             0.42707,            0.029465,            0.011261,          0.00065455,            0.006634,            0.006634,            0.006634
                 342,            0.021683,           0.0079998,          0.00048933,             0.85016,             0.61288,              0.6782,             0.41578,            0.027547,            0.011174,          0.00063896,           0.0066241,           0.0066241,           0.0066241
                 343,            0.023506,           0.0096387,           0.0011203,             0.85096,             0.53548,             0.65584,             0.41628,             0.02779,            0.010969,          0.00067828,           0.0066142,           0.0066142,           0.0066142
                 344,            0.019598,           0.0075884,           0.0004331,             0.82568,             0.53529,             0.65721,             0.41243,            0.029354,            0.010928,          0.00067496,           0.0066043,           0.0066043,           0.0066043
                 345,            0.019107,           0.0073551,          0.00038525,             0.82374,             0.52673,             0.62031,             0.43368,            0.029934,            0.011072,          0.00064368,           0.0065944,           0.0065944,           0.0065944
                 346,            0.020666,           0.0071083,          0.00047226,             0.82428,             0.53615,             0.66436,             0.43409,             0.02999,            0.011125,          0.00058322,           0.0065845,           0.0065845,           0.0065845
                 347,            0.022079,           0.0082451,          0.00055516,             0.84015,             0.54087,             0.71612,             0.44321,            0.028919,            0.011427,          0.00055876,           0.0065746,           0.0065746,           0.0065746
                 348,            0.021169,           0.0078108,          0.00048681,             0.81496,             0.54346,             0.68763,             0.42017,            0.029667,            0.011668,          0.00055361,           0.0065647,           0.0065647,           0.0065647
                 349,            0.022183,            0.010235,          0.00045255,             0.89739,             0.55675,             0.69533,             0.44268,             0.02976,            0.011749,          0.00061436,           0.0065548,           0.0065548,           0.0065548
                 350,            0.020205,           0.0097681,          0.00045868,             0.84292,             0.57965,             0.70157,             0.44117,            0.031309,            0.011075,          0.00060101,           0.0065449,           0.0065449,           0.0065449
                 351,            0.018516,            0.007927,           0.0010718,             0.80289,             0.66305,             0.71491,             0.41157,             0.03088,            0.010431,          0.00058918,            0.006535,            0.006535,            0.006535
                 352,            0.022297,            0.008731,          0.00046014,             0.80503,             0.67335,             0.72013,             0.41581,            0.031751,            0.010419,          0.00059261,           0.0065251,           0.0065251,           0.0065251
                 353,            0.021163,           0.0090904,          0.00038528,             0.82305,             0.59167,             0.71784,             0.40559,            0.032431,            0.010722,          0.00060263,           0.0065152,           0.0065152,           0.0065152
                 354,            0.020019,           0.0071852,          0.00041204,             0.78489,             0.58074,             0.64783,             0.38409,            0.034206,            0.010867,          0.00059571,           0.0065053,           0.0065053,           0.0065053
                 355,            0.022961,           0.0086904,          0.00057528,              0.6126,               0.675,             0.64225,             0.38534,            0.035127,            0.010346,           0.0005414,           0.0064954,           0.0064954,           0.0064954
                 356,            0.019637,           0.0081652,           0.0012447,             0.61274,             0.68922,             0.65281,             0.38748,            0.032703,            0.010467,          0.00056715,           0.0064855,           0.0064855,           0.0064855
                 357,            0.024543,           0.0088957,          0.00066903,              0.6561,             0.62236,             0.68595,             0.39688,            0.030429,            0.010507,          0.00056858,           0.0064756,           0.0064756,           0.0064756
                 358,            0.020228,           0.0095945,           0.0004521,             0.61461,             0.63333,             0.64589,             0.39086,              0.0315,             0.01034,          0.00055027,           0.0064657,           0.0064657,           0.0064657
                 359,            0.019139,           0.0074845,          0.00042922,             0.89554,             0.49847,             0.69424,             0.39065,            0.031624,            0.010327,          0.00052509,           0.0064558,           0.0064558,           0.0064558
                 360,            0.018635,           0.0078902,          0.00046595,             0.84526,             0.54812,             0.67751,             0.41205,            0.029429,            0.010278,          0.00051908,           0.0064459,           0.0064459,           0.0064459
                 361,            0.019199,            0.010567,           0.0019532,             0.78349,              0.6144,             0.69216,             0.43177,            0.029292,            0.010313,           0.0005055,            0.006436,            0.006436,            0.006436
                 362,            0.020299,           0.0080757,           0.0012864,             0.76575,             0.65221,             0.68376,             0.44363,            0.028186,            0.010359,          0.00050306,           0.0064261,           0.0064261,           0.0064261
                 363,            0.020203,           0.0086215,          0.00048078,             0.76889,             0.68333,             0.69041,             0.43629,            0.027376,            0.010491,          0.00048885,           0.0064162,           0.0064162,           0.0064162
                 364,            0.019515,            0.011303,           0.0015836,             0.77533,             0.68089,             0.70236,             0.42949,            0.028087,            0.010688,          0.00049572,           0.0064063,           0.0064063,           0.0064063
                 365,            0.018843,           0.0079373,          0.00035778,              0.7712,             0.61809,             0.70614,             0.41084,            0.028122,            0.011173,          0.00052218,           0.0063964,           0.0063964,           0.0063964
                 366,            0.020663,           0.0083326,          0.00059417,             0.76507,             0.59624,             0.69785,             0.40571,            0.028068,             0.01122,          0.00053725,           0.0063865,           0.0063865,           0.0063865
                 367,            0.020056,           0.0093158,          0.00040623,             0.91273,             0.49572,             0.67495,             0.40993,            0.027245,            0.011355,          0.00061984,           0.0063766,           0.0063766,           0.0063766
                 368,            0.017704,           0.0072284,          0.00038977,             0.81209,             0.57397,             0.69168,             0.40372,            0.027756,            0.011191,          0.00064678,           0.0063667,           0.0063667,           0.0063667
                 369,             0.02197,           0.0085445,          0.00080352,             0.89462,             0.69125,             0.78992,             0.43753,            0.027484,            0.010923,           0.0006496,           0.0063568,           0.0063568,           0.0063568
                 370,            0.019263,           0.0081736,          0.00046921,             0.81433,             0.63026,             0.76608,             0.43108,            0.027221,            0.010807,          0.00063105,           0.0063469,           0.0063469,           0.0063469
                 371,            0.019539,           0.0086937,          0.00048416,             0.91734,             0.68997,             0.80105,             0.45794,            0.027788,            0.010738,          0.00056124,            0.006337,            0.006337,            0.006337
                 372,            0.018334,           0.0072484,          0.00044068,             0.91474,             0.69941,             0.79884,             0.44746,            0.027524,            0.010824,          0.00054998,           0.0063271,           0.0063271,           0.0063271
                 373,            0.020363,            0.006485,          0.00056088,             0.89645,             0.71135,             0.79964,             0.45182,            0.027814,             0.01118,          0.00053172,           0.0063172,           0.0063172,           0.0063172
                 374,            0.019418,            0.006467,           0.0023678,             0.94396,             0.71123,             0.78569,              0.4174,            0.028848,              0.0114,          0.00054812,           0.0063073,           0.0063073,           0.0063073
                 375,            0.018089,           0.0070168,          0.00048062,              0.8223,             0.64312,             0.74081,              0.4472,             0.02912,            0.011685,          0.00057039,           0.0062974,           0.0062974,           0.0062974
                 376,            0.018822,            0.007817,           0.0010389,             0.82342,             0.64312,             0.73978,               0.427,            0.029437,            0.011691,          0.00056548,           0.0062875,           0.0062875,           0.0062875
                 377,            0.017945,            0.007547,          0.00040301,             0.76748,             0.60708,             0.71199,             0.42776,            0.028452,            0.011728,          0.00053854,           0.0062776,           0.0062776,           0.0062776
                 378,            0.023061,           0.0078961,          0.00042384,             0.89949,             0.63739,              0.7708,             0.41537,            0.030602,            0.011933,          0.00052061,           0.0062677,           0.0062677,           0.0062677
                 379,            0.021154,           0.0089356,          0.00049412,             0.82453,             0.67804,             0.75651,              0.4054,            0.032228,             0.01209,          0.00050035,           0.0062578,           0.0062578,           0.0062578
                 380,              0.0231,           0.0097903,          0.00047346,             0.85102,             0.69167,             0.76456,             0.42443,             0.03239,            0.011794,          0.00049686,           0.0062479,           0.0062479,           0.0062479
                 381,            0.022608,           0.0069556,          0.00043576,             0.88164,             0.69167,             0.78426,              0.4415,             0.03281,            0.011446,          0.00049486,            0.006238,            0.006238,            0.006238
                 382,            0.019496,           0.0082522,          0.00054308,             0.75671,             0.71495,             0.80675,             0.43748,            0.033448,            0.011048,          0.00049205,           0.0062281,           0.0062281,           0.0062281
                 383,             0.02146,           0.0088599,          0.00063837,             0.89019,             0.68913,             0.79158,             0.47507,            0.030949,            0.010696,          0.00042524,           0.0062182,           0.0062182,           0.0062182
                 384,            0.021993,           0.0077208,           0.0004645,             0.89593,             0.68809,             0.78644,             0.46962,            0.030293,             0.01058,          0.00040965,           0.0062083,           0.0062083,           0.0062083
                 385,            0.019788,           0.0064624,          0.00043341,             0.87757,             0.72971,             0.80612,             0.47372,            0.031773,            0.010744,          0.00041595,           0.0061984,           0.0061984,           0.0061984
                 386,            0.021617,           0.0071839,          0.00049979,             0.87506,              0.7272,                0.81,             0.45563,            0.032383,             0.01079,          0.00042663,           0.0061885,           0.0061885,           0.0061885
                 387,            0.017178,           0.0085535,           0.0008134,              0.8918,             0.73185,             0.80531,             0.46799,            0.030414,            0.011052,          0.00047288,           0.0061786,           0.0061786,           0.0061786
                 388,            0.016325,            0.007183,          0.00039831,             0.89538,             0.71882,              0.7955,             0.45767,             0.03034,            0.011362,          0.00050511,           0.0061687,           0.0061687,           0.0061687
                 389,            0.021509,           0.0082736,           0.0010013,             0.89689,             0.68682,             0.77918,              0.4509,            0.028511,            0.011312,          0.00045161,           0.0061588,           0.0061588,           0.0061588
                 390,            0.018932,           0.0075672,          0.00045336,             0.87075,             0.69167,             0.79061,             0.44156,            0.027519,            0.011133,          0.00044827,           0.0061489,           0.0061489,           0.0061489
                 391,            0.022672,            0.008914,           0.0018085,             0.82469,             0.69167,             0.79949,             0.44159,            0.026985,            0.011186,          0.00045447,            0.006139,            0.006139,            0.006139
                 392,            0.019446,           0.0081885,          0.00078929,             0.82469,             0.69167,             0.81424,              0.4254,            0.027118,            0.011035,          0.00045047,           0.0061291,           0.0061291,           0.0061291
                 393,            0.016971,           0.0073924,          0.00042176,             0.74199,             0.65882,             0.73776,             0.44347,            0.027693,            0.010691,          0.00046697,           0.0061192,           0.0061192,           0.0061192
                 394,            0.020984,           0.0085749,          0.00055954,             0.84813,              0.6552,             0.75531,             0.41208,             0.03014,            0.010524,          0.00049691,           0.0061093,           0.0061093,           0.0061093
                 395,            0.019794,           0.0085039,          0.00057186,             0.84898,             0.59856,             0.70074,              0.4211,            0.030723,            0.010319,          0.00060749,           0.0060994,           0.0060994,           0.0060994
                 396,            0.019527,           0.0076054,          0.00047203,             0.86216,             0.59844,             0.70695,             0.43212,            0.030852,              0.0103,          0.00064316,           0.0060895,           0.0060895,           0.0060895
                 397,            0.018163,           0.0077293,          0.00044894,             0.83194,              0.6321,             0.70767,             0.42206,            0.029932,            0.010412,          0.00099659,           0.0060796,           0.0060796,           0.0060796
                 398,            0.019152,           0.0081253,          0.00062841,             0.84981,             0.62871,              0.6933,             0.39689,            0.030298,            0.010554,           0.0010157,           0.0060697,           0.0060697,           0.0060697
                 399,            0.020108,           0.0076396,          0.00038505,             0.80655,             0.65848,             0.68909,              0.4146,             0.02848,            0.010558,          0.00086508,           0.0060598,           0.0060598,           0.0060598
                 400,            0.019412,           0.0069073,          0.00036639,             0.80685,             0.65749,             0.70044,             0.43712,            0.030494,            0.010638,          0.00089574,           0.0060499,           0.0060499,           0.0060499
                 401,            0.019159,            0.007536,          0.00040465,             0.86832,             0.62602,             0.69573,             0.43644,            0.029958,            0.010432,          0.00078325,             0.00604,             0.00604,             0.00604
                 402,            0.019576,           0.0088257,          0.00039375,             0.86829,             0.62734,             0.69319,              0.4207,            0.031889,            0.010481,          0.00067554,           0.0060301,           0.0060301,           0.0060301
                 403,            0.019815,           0.0082282,          0.00097043,             0.89348,               0.675,             0.73888,             0.42423,            0.030815,            0.010774,          0.00043631,           0.0060202,           0.0060202,           0.0060202
                 404,            0.021309,           0.0089832,           0.0014867,             0.83484,             0.63333,              0.6799,             0.41797,            0.029659,            0.010913,          0.00043745,           0.0060103,           0.0060103,           0.0060103
                 405,            0.019845,           0.0083343,           0.0005886,              0.8141,             0.61887,             0.66705,              0.4019,            0.029372,            0.011173,          0.00043373,           0.0060004,           0.0060004,           0.0060004
                 406,            0.019798,           0.0073943,          0.00038053,             0.79902,             0.62295,             0.67761,             0.39256,            0.028869,            0.011214,          0.00042896,           0.0059905,           0.0059905,           0.0059905
                 407,            0.019667,           0.0086766,          0.00036631,              0.8552,             0.56028,             0.66816,             0.38434,            0.028201,            0.011232,          0.00042219,           0.0059806,           0.0059806,           0.0059806
                 408,            0.020441,            0.010363,           0.0053298,              0.7888,             0.58986,              0.6583,             0.40943,            0.026943,            0.010978,          0.00043559,           0.0059707,           0.0059707,           0.0059707
                 409,            0.019645,           0.0073518,           0.0003395,             0.69894,             0.59167,             0.66888,              0.3738,            0.026933,            0.010917,          0.00045261,           0.0059608,           0.0059608,           0.0059608
                 410,            0.023429,            0.010264,          0.00050587,             0.84758,             0.51978,             0.66561,              0.3961,            0.025543,            0.010965,          0.00047541,           0.0059509,           0.0059509,           0.0059509
